DEL komplett	DEL Schnittmenge	id0	url0	label0	label@fr0	label@de0	id1	url1	label1	label@fr1	label@de1	id2	url2	label2	label@fr2	label@de2	id3	url3	label3	label@fr3	label@de3	id4	url4	label4	label@fr4	label@de4
"Mobilier "		Q83569208	https://www.wikidata.org/wiki/Q83569208	Mobilier National Collection	collection du Mobilier national	collection du Mobilier national	Q2297009	https://www.wikidata.org/wiki/Q2297009	Crédit Mobilier	Crédit mobilier	Crédit mobilier	Q3317663	https://www.wikidata.org/wiki/Q3317663	Mobilier national	Mobilier national	Mobilier national	Q1746936	https://www.wikidata.org/wiki/Q1746936	portable art	Art mobilier	Kleinkunst (Kunstgeschichte)	Q16764353	https://www.wikidata.org/wiki/Q16764353	Palais du Mobilier Bonn Frères		
"Modération "		Q1054131	https://www.wikidata.org/wiki/Q1054131	golden mean	juste milieu	Mesotes	Q92628454	https://www.wikidata.org/wiki/Q92628454	excess		Exzess	Q3318184	https://www.wikidata.org/wiki/Q3318184	moderation system	Modération d'informations		Q61968966	https://www.wikidata.org/wiki/Q61968966	Moderation (theology)	Modération (théologie)		Q6888510	https://www.wikidata.org/wiki/Q6888510	Moderation and Development Party	Parti pour la modération et le développement	
Moeurs		Q581612	https://www.wikidata.org/wiki/Q581612	Mœurs-Verdey	Mœurs-Verdey	Mœurs-Verdey	Q63830730	https://www.wikidata.org/wiki/Q63830730	Nikolaus Moeurs	Nikolaus Moeurs	Nikolaus Moeurs	Q65365543	https://www.wikidata.org/wiki/Q65365543	Mayor of Mœurs-Verdey	maire de Mœurs-Verdey	Bürgermeister von Mœurs-Verdey	Q35737052	https://www.wikidata.org/wiki/Q35737052	Mœurs-Verdey	Mœurs-Verdey		Q1237908	https://www.wikidata.org/wiki/Q1237908	Aphrodite: mœurs antiques	Aphrodite	
Monadologie		Q1211539	https://www.wikidata.org/wiki/Q1211539	Monadology	Monadologie	Monadologie	Q56875983	https://www.wikidata.org/wiki/Q56875983		La Monadologie	
Monstre		Q28048150	https://www.wikidata.org/wiki/Q28048150	Monstre	Monstre	Monstre	Q1136801	https://www.wikidata.org/wiki/Q1136801	Le Monstre	Le Monstre	Monstre	Q3201899	https://www.wikidata.org/wiki/Q3201899	L'Amour monstre	L'Amour monstre		Q3079890	https://www.wikidata.org/wiki/Q3079890	Foule monstre	Foule monstre	Foule monstre	Q29957694	https://www.wikidata.org/wiki/Q29957694	p'tit monstre	p'tit monstre	p'tit monstre
"Montagne "	montagne	Q199457	https://www.wikidata.org/wiki/Q199457	Montagne	Montagne	Montagne	Q296043	https://www.wikidata.org/wiki/Q296043	Montagne	Montagne	Montagne	Q1069143	https://www.wikidata.org/wiki/Q1069143	Montagne	Montagne	Montagne	Q97066506	https://www.wikidata.org/wiki/Q97066506	Ambroise Montagne	Ambroise Montagne	Ambroise Montagne	Q228183	https://www.wikidata.org/wiki/Q228183	Montagne	Montagne	Montagne
"Montgolfière "		Q3494950	https://www.wikidata.org/wiki/Q3494950	square de la Montgolfière	square de la Montgolfière		Q1551574	https://www.wikidata.org/wiki/Q1551574	hot air balloon	montgolfière	Heißluftballon	Q1597597	https://www.wikidata.org/wiki/Q1597597			Montgolfière	Q3322711	https://www.wikidata.org/wiki/Q3322711		Montgolfière d'or		Q22471548	https://www.wikidata.org/wiki/Q22471548			
"Monument "	monument	Q4989906	https://www.wikidata.org/wiki/Q4989906	monument	monument	Denkmal	Q907116	https://www.wikidata.org/wiki/Q907116	National monument of Spain	monument historique	Monument des historischen Erbes von Spanien	Q1946521	https://www.wikidata.org/wiki/Q1946521	Monument	Monument Records	Monument Records	Q916475	https://www.wikidata.org/wiki/Q916475	Historical Monument	monument historique	Monument historique	Q23790	https://www.wikidata.org/wiki/Q23790	natural monument	monument naturel	Naturdenkmal
"Morale et moeurs "	
"Mort "		Q843400	https://www.wikidata.org/wiki/Q843400	Mort	Mortimer	Gevatter Tod	Q16279746	https://www.wikidata.org/wiki/Q16279746	Mort	Mort	Mort	Q1899880	https://www.wikidata.org/wiki/Q1899880	Mort	Mort	Mort	Q60589574	https://www.wikidata.org/wiki/Q60589574	Mort	Mort	Mort	Q36631848	https://www.wikidata.org/wiki/Q36631848	Mark E. Mort		Mark E. Mort
"Musée "		Q23402	https://www.wikidata.org/wiki/Q23402	Musée d'Orsay	musée d'Orsay	Musée d’Orsay	Q19675	https://www.wikidata.org/wiki/Q19675	Louvre Museum	musée du Louvre	Louvre	Q640447	https://www.wikidata.org/wiki/Q640447	Musée Carnavalet	musée Carnavalet	Musée Carnavalet	Q857276	https://www.wikidata.org/wiki/Q857276	Musée d'art moderne de Paris	musée d'Art moderne de Paris	Musée d’art moderne de Paris	Q1519002	https://www.wikidata.org/wiki/Q1519002	Fabre museum	musée Fabre	Musée Fabre
"Musique "		Q3279339	https://www.wikidata.org/wiki/Q3279339	Musique	Musique	Musique	Q823560	https://www.wikidata.org/wiki/Q823560	musique concrète	musique concrète	Musique concrète	Q463055	https://www.wikidata.org/wiki/Q463055	Conservatoire de Paris	Conservatoire national supérieur de musique et de danse de Paris	Conservatoire National Superieur de Musique et de Danse de Paris	Q908705	https://www.wikidata.org/wiki/Q908705	tragédie en musique	tragédie lyrique	Tragédie lyrique	Q273482	https://www.wikidata.org/wiki/Q273482	École Normale de Musique de Paris	école normale de musique de Paris	École Normale de Musique de Paris
Mystique		Q737236	https://www.wikidata.org/wiki/Q737236	Mystique	Mystique	Mystique	Q242925	https://www.wikidata.org/wiki/Q242925	Mystique	Mystique	Mystique	Q51029389	https://www.wikidata.org/wiki/Q51029389	Mystique	Mystique	Mystique	Q3331758	https://www.wikidata.org/wiki/Q3331758	Mystique	Mystique		Q24868196	https://www.wikidata.org/wiki/Q24868196	Mystique		
Mythologie	mythologie	Q27942638	https://www.wikidata.org/wiki/Q27942638	Mythologie	Mythologie		Q34726	https://www.wikidata.org/wiki/Q34726	Greek mythology	mythologie grecque	griechische Mythologie	Q9134	https://www.wikidata.org/wiki/Q9134	mythology	mythologie	Mythologie	Q128285	https://www.wikidata.org/wiki/Q128285	Norse mythology	mythologie nordique	nordische Mythologie	Q55525194	https://www.wikidata.org/wiki/Q55525194	Estnische Mythologie	Estnische Mythologie	Estnische Mythologie
"Nation "	nation	Q6266	https://www.wikidata.org/wiki/Q6266	nation	nation	Nation	Q1418711	https://www.wikidata.org/wiki/Q1418711	Nation	Nation	Nation	Q597897	https://www.wikidata.org/wiki/Q597897	nation	Nation universitaire	Nationes	Q179671	https://www.wikidata.org/wiki/Q179671	nation state	État-nation	Nationalstaat	Q1768180	https://www.wikidata.org/wiki/Q1768180	Nation	Nation	Nation
"Nature "	nature	Q180445	https://www.wikidata.org/wiki/Q180445	Nature	Nature	Nature	Q7860	https://www.wikidata.org/wiki/Q7860	nature	nature	Natur	Q179049	https://www.wikidata.org/wiki/Q179049	nature reserve	réserve naturelle	Naturschutzgebiet	Q1207505	https://www.wikidata.org/wiki/Q1207505	quality	qualité	Qualität	Q573880	https://www.wikidata.org/wiki/Q573880	Nature Communications	Nature Communications	Nature Communications
Nécessité		Q93198584	https://www.wikidata.org/wiki/Q93198584	S’adapter, une nécessité !			Q68543145	https://www.wikidata.org/wiki/Q68543145	[Gastrectomy de nécessité]			Q60724888	https://www.wikidata.org/wiki/Q60724888	Le libre accès : entre idéal et nécessité			Q65143283	https://www.wikidata.org/wiki/Q65143283	La nécessité rituelle chez les Maassai			Q56122737	https://www.wikidata.org/wiki/Q56122737	Nécessité D'Un Nouveau Signe Pour Exprimer La Durée De La Vie Chez Quelques Plantes		Nécessité D'Un Nouveau Signe Pour Exprimer La Durée De La Vie Chez Quelques Plantes
"Néo-classicisme "		Q14378	https://www.wikidata.org/wiki/Q14378	neoclassicism	néo-classicisme	Klassizismus	Q50328674	https://www.wikidata.org/wiki/Q50328674		John Soane, le rêve de l'architecte		Q535611	https://www.wikidata.org/wiki/Q535611	neoclassicism	Néoclassicisme	Neoklassizismus	Q170292	https://www.wikidata.org/wiki/Q170292	classicism	classicisme	Klassizismus	Q54111	https://www.wikidata.org/wiki/Q54111	Neoclassical architecture	architecture néoclassique	Klassizistische Architektur
"Newtonianisme "	
"Noblesse "	noblesse	Q493375	https://www.wikidata.org/wiki/Q493375	Noblesse	Noblesse	Noblesse (Webtoon)	Q7045841	https://www.wikidata.org/wiki/Q7045841	Noblesse	Familles catholiques de la noblesse du Royaume-Uni		Q7045843	https://www.wikidata.org/wiki/Q7045843	Noblesse	Noblesse		Q12590373	https://www.wikidata.org/wiki/Q12590373	Noblesse			Q3101696	https://www.wikidata.org/wiki/Q3101696	Noblesse		
"Noblesse d'affaires "	affaire
"Nuit "		Q16861274	https://www.wikidata.org/wiki/Q16861274	Nuit	Nuit	Nuit	Q7068814	https://www.wikidata.org/wiki/Q7068814	Nuit	Nuit		Q7068816	https://www.wikidata.org/wiki/Q7068816	Nuit	Nuit	Nuit	Q23725830	https://www.wikidata.org/wiki/Q23725830	Nuit debout	Nuit debout	Nuit debout	Q909816	https://www.wikidata.org/wiki/Q909816	Day for Night	La Nuit américaine	Die amerikanische Nacht
"Observatoires et instruments d'observation "		Q3152883	https://www.wikidata.org/wiki/Q3152883		Chronologie des télescopes, observatoires et la technologie d'observation	
"Opéra "	opéra	Q283339	https://www.wikidata.org/wiki/Q283339	Paris Opera	Opéra de Paris	Pariser Oper	Q785479	https://www.wikidata.org/wiki/Q785479	opéra comique	opéra-comique	Opéra-comique	Q1392037	https://www.wikidata.org/wiki/Q1392037	Opéra	Opéra	Opéra	Q187840	https://www.wikidata.org/wiki/Q187840	Palais Garnier	palais Garnier	Opéra Garnier	Q872222	https://www.wikidata.org/wiki/Q872222	Opéra-Comique	théâtre national de l'Opéra-Comique	Opéra-Comique
"Opéra-comique "		Q785479	https://www.wikidata.org/wiki/Q785479	opéra comique	opéra-comique	Opéra-comique	Q872222	https://www.wikidata.org/wiki/Q872222	Opéra-Comique	théâtre national de l'Opéra-Comique	Opéra-Comique	Q3505177	https://www.wikidata.org/wiki/Q3505177	Surcouf (opéra comique)	Surcouf		Q624420	https://www.wikidata.org/wiki/Q624420	Fantasio	Fantasio	Fantasio	Q3106365	https://www.wikidata.org/wiki/Q3106365	Robinson Crusoé	Robinson Crusoé	Robinson Crusoé
"Optimisme, pessimisme "		Q56501499	https://www.wikidata.org/wiki/Q56501499	Is optimisme gezond en pessimisme ongezond?			Q61861879	https://www.wikidata.org/wiki/Q61861879	Optimisme en/of pessimisme: factorstructuur van de Nederlandse Life Orientation Test-Revised			Q25399789	https://www.wikidata.org/wiki/Q25399789	Pessimism of the mind, optimism of the will			Q20991093	https://www.wikidata.org/wiki/Q20991093	optimism and pessimism	optimisme et pessimisme		Q18122377	https://www.wikidata.org/wiki/Q18122377		optimisme et pessimisme	
"Optique, lumière "	lumière	Q60118735	https://www.wikidata.org/wiki/Q60118735	(1) La Lumière monockromatique, sa production et son emploi en optique pratique (2) Les Applications des interférences lumineuses			Q64317042	https://www.wikidata.org/wiki/Q64317042	Électricité et Optique: la Lumière et ses Théories Électrodynamiques; leçons professées à la Sorbonne en 1888, 1890 et 1899			Q60208243	https://www.wikidata.org/wiki/Q60208243	(C.) Mugler Dictionnaire historique de la terminologie optique des Grecs: douze siècles de dialogues avec la lumière. (Études et commentaires, liii.) Paris: C. Klincksieck. 1964. Pp. 459. Fr. 160			Q14620	https://www.wikidata.org/wiki/Q14620	optics	optique	Optik	Q68279922	https://www.wikidata.org/wiki/Q68279922	Interferometrie optique : ombres et lumieres sur l'univers		
"Ordres et classes "	classe	Q51415695	https://www.wikidata.org/wiki/Q51415695	Systême des animaux sans vertèbres, ou Tableau général des classes, des classes, des ordres et des genres de ces animaux	Systême des animaux sans vertèbres, ou Tableau général des classes, des classes, des ordres et des genres de ces animaux		Q96144544	https://www.wikidata.org/wiki/Q96144544	"KLEIN, J. T.""SYSTÈME NATURELLE DU RÈGNE ANIMAL, PAR CLASSES, FAMILLES OU ORDRES, GENRES ET ESPECES"", &C. 2 TOM. 8° PARIS, 1754"			Q96144561	https://www.wikidata.org/wiki/Q96144561	"KLEIN, J. T. ""SYSTÈME NATURELLE DU RÈGNE ANIMAL, PAR CLASSES, FAMILLES OU ORDRES, GENRES ET ESPECES"", &C. 2 TOM. 8° PARIS, 1754"			Q122166	https://www.wikidata.org/wiki/Q122166	equites	chevalier romain	Eques	Q37517	https://www.wikidata.org/wiki/Q37517	class	classe	Klasse
"Organisation "	organisation	Q43229	https://www.wikidata.org/wiki/Q43229	organization	organisation	Organisation	Q484652	https://www.wikidata.org/wiki/Q484652	international organization	organisation internationale	internationale Organisation	Q41550	https://www.wikidata.org/wiki/Q41550	Organisation for Economic Cooperation and Development	Organisation de coopération et de développement économiques	OECD	Q163740	https://www.wikidata.org/wiki/Q163740	nonprofit organization	organisme sans but lucratif	Non-Profit-Organisation	Q7817	https://www.wikidata.org/wiki/Q7817	World Health Organization	Organisation mondiale de la santé	Weltgesundheitsorganisation
"Orient, orientalisme "		Q476294	https://www.wikidata.org/wiki/Q476294	Oriental studies	études orientales	Orientalistik	Q62666944	https://www.wikidata.org/wiki/Q62666944	Orientalism	L'Orientalisme	Orientalismus	Q67533707	https://www.wikidata.org/wiki/Q67533707			
"Originalité "		Q58012502	https://www.wikidata.org/wiki/Q58012502	Copie, authenticité, originalité dans la philologie et son histoire			Q707401	https://www.wikidata.org/wiki/Q707401	threshold of originality	seuil d'originalité	Schöpfungshöhe	Q95366380	https://www.wikidata.org/wiki/Q95366380	Analyse D'ouvrage Virgile Noble & Katia Diadema (ed.) (2011).La flore des Alpes-Maritimes et de la Principauté de Monaco.Originalité et diversité. Naturalia Publications, pp.	Analyse D'ouvrage Virgile Noble & Katia Diadema (ed.) (2011).La flore des Alpes-Maritimes et de la Principauté de Monaco.Originalité et diversité. Naturalia Publications, pp.		Q2914681	https://www.wikidata.org/wiki/Q2914681	originality	Originalité	Originalität	Q63171303	https://www.wikidata.org/wiki/Q63171303	Fabry - de Gramont prize	Prix Fabry - de Gramont	
Pain	pain	Q81938	https://www.wikidata.org/wiki/Q81938	pain	douleur	Schmerz	Q2798704	https://www.wikidata.org/wiki/Q2798704	neuropathic pain	douleur neuropathique	neuropathischer Schmerz	Q2317902	https://www.wikidata.org/wiki/Q2317902	Pain	Pain	Pain	Q816422	https://www.wikidata.org/wiki/Q816422	dysmenorrhea	dysménorrhée	Menstruationsbeschwerden	Q506616	https://www.wikidata.org/wiki/Q506616	drowning	noyade	Ertrinken
Paix	paix	Q3006494	https://www.wikidata.org/wiki/Q3006494	Paix / La Paix	Paix / La Paix	La Paix	Q3360652	https://www.wikidata.org/wiki/Q3360652	Paix	Paix	Paix	Q38691212	https://www.wikidata.org/wiki/Q38691212	Paix	Paix	Paix	Q951602	https://www.wikidata.org/wiki/Q951602	Port-de-Paix	chansolme	Port-de-Paix	Q1883102	https://www.wikidata.org/wiki/Q1883102	Port-de-Paix Arrondissement	Port-de-Paix	
"Palladianisme "		Q264649	https://www.wikidata.org/wiki/Q264649	Palladian architecture	palladianisme	Palladianismus	Q177692	https://www.wikidata.org/wiki/Q177692	Andrea Palladio	Andrea Palladio	Andrea Palladio	Q9062778	https://www.wikidata.org/wiki/Q9062778	Category:Palladian architecture	Catégorie:Palladianisme	Kategorie:Palladianismus
"Pantomime "		Q13409536	https://www.wikidata.org/wiki/Q13409536	pantomime	Pantomime	Englische Pantomime	Q674067	https://www.wikidata.org/wiki/Q674067	mime artist	mime	Pantomime	Q7131888	https://www.wikidata.org/wiki/Q7131888	Pantomime	Pantomime	Pantomime	Q11329701	https://www.wikidata.org/wiki/Q11329701	Pantomime	Pantomime	Pantomime	Q69785937	https://www.wikidata.org/wiki/Q69785937	Pantomime	Pantomime	
"Parade "		Q657449	https://www.wikidata.org/wiki/Q657449	parade	défilé	Parade	Q7134083	https://www.wikidata.org/wiki/Q7134083	Parade	Parade	Parade	Q7134092	https://www.wikidata.org/wiki/Q7134092	Parade	Parade	Parade	Q255959	https://www.wikidata.org/wiki/Q255959	Parade	Parade	Parade	Q1189399	https://www.wikidata.org/wiki/Q1189399	Parade	Parade Magazine	Parade
"Paradoxe "		Q29948527	https://www.wikidata.org/wiki/Q29948527	La Paradoxe Compagnie	La Paradoxe Compagnie	La Paradoxe Compagnie	Q58003921	https://www.wikidata.org/wiki/Q58003921	Culture du paradoxe			Q104180051	https://www.wikidata.org/wiki/Q104180051	Le paradoxe saoudien	Le paradoxe saoudien		Q483372	https://www.wikidata.org/wiki/Q483372	paradox	paradoxe	Paradoxon	Q58249643	https://www.wikidata.org/wiki/Q58249643	Sur Un Paradoxe Algébrique Apparent		
"Parlements "		Q1936090	https://www.wikidata.org/wiki/Q1936090	Parlements	Parlement	Parlement	Q58157066	https://www.wikidata.org/wiki/Q58157066	Parlements et Union Européenne			P1749	https://www.wikidata.org/wiki/P1749	Parlement & Politiek ID	identifiant Europa Nu		Q58530265	https://www.wikidata.org/wiki/Q58530265	Louis XIV and the Parlements: The Assertion of Royal Authority			Q58505496	https://www.wikidata.org/wiki/Q58505496	Judging the French Reformation: Heresy Trials by Sixteenth-Century Parlements		
"Parodie "		Q170539	https://www.wikidata.org/wiki/Q170539	parody	parodie	Parodie	Q56488237	https://www.wikidata.org/wiki/Q56488237	lazzi, colmi e parodie			Q58502711	https://www.wikidata.org/wiki/Q58502711	Mythe, Parodie et Subversion Chez Corneille			Q58150630	https://www.wikidata.org/wiki/Q58150630	La parodie dans la bande dessinée franco-belge			Q56814281	https://www.wikidata.org/wiki/Q56814281	Parody and the Parodie in Polynesian Cultural History		
"Passions  "		Q1969978	https://www.wikidata.org/wiki/Q1969978	Passions	Passions		Q2066623	https://www.wikidata.org/wiki/Q2066623	Passions	passion de Bach	Passion von Johann Sebastian Bach	Q3368390	https://www.wikidata.org/wiki/Q3368390	Passions	Passions de Telemann		Q3368382	https://www.wikidata.org/wiki/Q3368382	Passions	Passions	Passions	Q3368380	https://www.wikidata.org/wiki/Q3368380	Passions	Passions	Passions
"Patriotisme "		Q6241	https://www.wikidata.org/wiki/Q6241	patriotism	patriotisme	Patriotismus	Q77461361	https://www.wikidata.org/wiki/Q77461361	Patriotisme = racisme			Q19197076	https://www.wikidata.org/wiki/Q19197076	Le Patriotisme et le gouvernement	Le Patriotisme et le gouvernement		Q43193833	https://www.wikidata.org/wiki/Q43193833	L’Esprit chrétien et le patriotisme	L’Esprit chrétien et le patriotisme		Q96623276	https://www.wikidata.org/wiki/Q96623276	La patriotisme		
